a_um,omega_p_MHz,ratio,delta_MHz,omega_c_MHz,omega_R_MHz,V_ct_MHz,V_DD_MHz,V_cc_MHz,R_DD,R_AA,T_c_ns,T_f_ns,sigma_ns,t_total_ns,M1,M2,F_bar,F_00,F_01,F_10,F_11,n_neighbors_total,n_neighbors_pass,robust_score,pass
4.0,60.0,3.5,500.0,50.0,210.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,10.0,126.71029041855644,0.5085991940305828,273.4205808371129,122.76159395599785,35.074741130285105,0.9926058746831585,0.9957112257014886,0.994509121817128,0.994509121817128,0.9856940293968893,8,7,0.875,1
4.5,60.0,3.5,800.0,50.0,210.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,10.0,202.73646466969032,2.0832222987492677,425.47292933938064,137.9510257458895,39.414578784539856,0.9926034130669115,0.9984439339528244,0.9932231313372062,0.9932231313388493,0.9855234556387662,8,7,0.875,1
4.5,50.0,4.0,600.0,70.0,200.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,218.95538184326546,2.624260128402034,452.1964779722452,148.98710780556064,37.24677695139016,0.9924699589617068,0.9996860541360253,0.9925927715749141,0.9925927715749141,0.9850082385609733,8,7,0.875,1
4.5,50.0,3.5,400.0,30.0,175.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,16.666666666666668,145.970254562177,0.7775585565635659,325.2738424576873,99.32473853704043,28.378496724868693,0.99227222916706,0.9952013338957872,0.9934895136868812,0.9934895137263903,0.9869085553591811,8,7,0.875,1
5.0,50.0,4.0,600.0,70.0,200.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,7.142857142857143,218.95538184326546,2.624260128402034,452.1964779722452,108.61160159025373,27.15290039756343,0.9921638187554589,0.9996860541360253,0.991424354071693,0.9914243540730188,0.9861205127410986,8,7,0.875,1
4.5,60.0,3.5,400.0,50.0,210.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,10.0,101.36823233484517,0.26040278734365846,222.73646466969032,68.97551287294475,19.707289392269928,0.9920370790367325,0.9924643025295343,0.9925649119949194,0.9925649120282927,0.9905541895941836,8,7,0.875,1
5.5,50.0,3.0,500.0,50.0,150.0,170.0031329674645,0.3276658269176167,-0.41093702107914976,518.8308300767889,413.6963190150749,10.0,182.4628182027212,1.5186690557882137,384.9256364054424,68.00125318698579,22.667084395661934,0.9918535960014221,0.9946729046877762,0.9928196486497259,0.9928196486574574,0.9871021820107289,8,7,0.875,1
5.0,50.0,3.0,500.0,70.0,150.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,7.142857142857143,182.4628182027212,1.5186690557882137,379.21135069115667,90.5096679918781,30.169889330626038,0.9917815443416842,0.9946694687161605,0.9931503403424901,0.9931503403439058,0.9861560279641808,8,7,0.875,1
5.0,50.0,3.0,500.0,30.0,150.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,16.666666666666668,182.4628182027212,1.5186690557882137,398.2589697387757,90.5096679918781,30.169889330626038,0.9915287074233309,0.9946739737967478,0.9930429676236203,0.993042967645261,0.9853549206276944,8,7,0.875,1
5.0,50.0,3.0,400.0,50.0,150.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,10.0,145.970254562177,0.7775585565635659,311.940509124354,72.4077343935025,24.13591146450083,0.991483189332659,0.9910327929016179,0.9935581460535452,0.9935581460644956,0.9877836723109774,8,7,0.875,1
5.0,50.0,4.0,800.0,50.0,200.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,10.0,291.9405091243539,6.220468452508527,603.8810182487078,144.815468787005,36.20386719675125,0.9909235955990687,0.9996219932807859,0.9910583703424998,0.9910583703424998,0.9819556484304898,8,7,0.875,1
4.5,50.0,4.0,400.0,70.0,200.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,145.970254562177,0.7775585565635659,306.22622341006826,99.32473853704043,24.831184634260108,0.9931232556515819,0.9993192724569298,0.9921200154401559,0.9921200154421279,0.9889337192671138,7,6,0.8571428571428571,1
4.5,60.0,4.0,500.0,70.0,240.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,126.71029041855644,0.5085991940305828,267.70629512282716,86.21939109118092,21.55484777279523,0.9930206047545332,0.9994276229046792,0.9909564335241662,0.9909564335260852,0.9907419290632025,7,6,0.8571428571428571,1
4.5,60.0,3.5,800.0,70.0,210.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,202.73646466969032,2.0832222987492677,419.7586436250949,137.9510257458895,39.414578784539856,0.9926677314309929,0.9984445997314382,0.9932542095931454,0.9932542095931454,0.9857179068062426,7,6,0.8571428571428571,1
5.0,60.0,4.0,800.0,50.0,240.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,10.0,202.73646466969032,2.0832222987492677,425.47292933938064,100.56629776875346,25.141574442188364,0.9924609590477347,0.9996935017894186,0.9913670419935547,0.9913670419935547,0.9874162504144107,7,6,0.8571428571428571,1
5.5,60.0,3.0,600.0,50.0,180.0,170.0031329674645,0.3276658269176167,-0.41093702107914976,518.8308300767889,413.6963190150749,10.0,152.05234850226776,0.8788594072848475,324.1046970045355,56.667710989154834,18.889236996384945,0.992401623177628,0.9947397940080023,0.9926554938893044,0.9926554938925859,0.9895557109206196,7,6,0.8571428571428571,1
4.5,60.0,3.0,600.0,30.0,180.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,16.666666666666668,152.05234850226776,0.8788594072848475,337.43803033786884,103.46326930941711,34.487756436472374,0.9922813898957573,0.9947415016851564,0.9939041645580556,0.9939041645861044,0.9865757287537127,7,6,0.8571428571428571,1
4.5,60.0,3.5,400.0,70.0,210.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,101.36823233484517,0.26040278734365846,217.02217895540463,68.97551287294475,19.707289392269928,0.992176294820643,0.9924601128727752,0.992597109252096,0.9925971092712944,0.9910508478864064,7,6,0.8571428571428571,1
5.0,60.0,3.0,800.0,50.0,180.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,10.0,202.73646466969032,2.0832222987492677,425.47292933938064,100.56629776875346,33.52209925625115,0.9921742477525375,0.9966438633492738,0.9932328228120646,0.9932328228120646,0.9855874820367472,7,6,0.8571428571428571,1
4.5,60.0,3.0,500.0,30.0,180.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,16.666666666666668,126.71029041855644,0.5085991940305828,286.7539141704462,86.21939109118092,28.739797030393643,0.9920765413161888,0.9920193156324524,0.9944937891220622,0.9944937891414418,0.9872992713687989,7,6,0.8571428571428571,1
4.0,50.0,4.0,500.0,70.0,200.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,7.142857142857143,182.4628182027212,1.5186690557882137,379.21135069115667,176.77669529663692,44.19417382415923,0.9920096007749111,0.9996409457263913,0.993000052675794,0.9930000527140423,0.9823973519834168,7,6,0.8571428571428571,1
5.5,50.0,3.0,500.0,70.0,150.0,170.0031329674645,0.3276658269176167,-0.41093702107914976,518.8308300767889,413.6963190150749,7.142857142857143,182.4628182027212,1.5186690557882137,379.21135069115667,68.00125318698579,22.667084395661934,0.9919003111264844,0.9946694687161605,0.992852259783044,0.9928522597849838,0.987227256221749,7,6,0.8571428571428571,1
